ID,business_type,campaign_goal,budget_level,campaign_duration,area_type,active_hours,ad_style,interaction_goal,offer_type,business_stage,best_place
8262,supermarket,sales,low,long_2months,main_street,morning,coupon_offer,store_visit,product,established,malls
8263,electronics,sales,medium,mid_month,main_street,noon,short_video,purchase,product,established,malls
8264,education_center,sales,medium,mid_month,main_street,evening,static_image,store_visit,service,established,streets
8265,fashion_store,product_launch,low,long_2months,inside_mall,morning,short_video,store_visit,product,famous,malls
8266,gym,sales,medium,mid_month,main_street,evening,static_image,purchase,product,established,streets
8267,fashion_store,product_launch,medium,short_week,inside_mall,evening,coupon_offer,store_visit,service,established,malls
8268,supermarket,sales,low,short_week,inside_mall,morning,short_video,store_visit,service,established,streets
8269,restaurant,sales,medium,long_2months,inside_mall,evening,static_image,website_visit,product,established,entertainment_restaurants
8270,fashion_store,footfall,low,mid_month,inside_mall,morning,short_video,store_visit,product,established,malls
8271,restaurant,product_launch,high,short_week,near_entertainment,morning,short_video,store_visit,product,established,malls
8272,education_center,awareness,low,mid_month,inside_mall,morning,short_video,purchase,service,established,streets
8273,fashion_store,sales,low,short_week,near_entertainment,evening,short_video,store_visit,service,new,entertainment_restaurants
8274,cafe,product_launch,high,mid_month,inside_mall,morning,short_video,website_visit,service,established,streets
8275,supermarket,sales,medium,mid_month,inside_mall,evening,static_image,social_follow,product,established,malls
8276,beauty_salon,footfall,low,mid_month,main_street,noon,coupon_offer,purchase,product,established,streets
8277,restaurant,sales,low,mid_month,inside_mall,noon,static_image,social_follow,product,established,entertainment_restaurants
8278,clinic,sales,high,long_2months,main_street,evening,short_video,store_visit,service,new,streets
8279,beauty_salon,sales,low,short_week,near_entertainment,morning,static_image,website_visit,product,established,entertainment_restaurants
8280,supermarket,awareness,high,mid_month,inside_mall,noon,short_video,website_visit,service,established,malls
8281,beauty_salon,sales,medium,mid_month,near_entertainment,evening,static_image,store_visit,product,famous,malls
8282,fashion_store,footfall,low,short_week,main_street,evening,short_video,store_visit,service,new,streets
8283,electronics,awareness,high,long_2months,inside_mall,noon,coupon_offer,store_visit,experience,new,malls
8284,electronics,awareness,low,mid_month,main_street,evening,static_image,purchase,product,established,streets
8285,electronics,sales,low,short_week,inside_mall,morning,short_video,purchase,service,new,malls
8286,fashion_store,sales,low,short_week,near_entertainment,evening,static_image,website_visit,product,new,entertainment_restaurants
8287,fashion_store,footfall,high,mid_month,near_entertainment,evening,static_image,social_follow,product,famous,streets
8288,fashion_store,sales,medium,mid_month,inside_mall,morning,static_image,store_visit,product,established,malls
8289,restaurant,sales,medium,mid_month,inside_mall,evening,coupon_offer,purchase,product,new,malls
8290,cafe,sales,medium,short_week,inside_mall,noon,coupon_offer,purchase,product,established,malls
8291,education_center,sales,high,mid_month,inside_mall,evening,coupon_offer,social_follow,product,famous,malls
8292,education_center,awareness,medium,mid_month,near_entertainment,morning,short_video,purchase,product,new,entertainment_restaurants
8293,fashion_store,product_launch,medium,short_week,main_street,evening,static_image,store_visit,product,established,streets
8294,electronics,sales,low,mid_month,near_entertainment,evening,short_video,store_visit,experience,established,entertainment_restaurants
8295,fashion_store,awareness,medium,mid_month,inside_mall,morning,coupon_offer,purchase,product,established,entertainment_restaurants
8296,electronics,sales,low,short_week,inside_mall,noon,static_image,website_visit,service,new,malls
8297,clinic,footfall,low,mid_month,inside_mall,noon,short_video,purchase,product,established,entertainment_restaurants
8298,restaurant,footfall,high,short_week,main_street,morning,coupon_offer,purchase,product,established,entertainment_restaurants
8299,beauty_salon,footfall,low,mid_month,near_entertainment,noon,static_image,purchase,product,famous,malls
8300,gaming_arcade,awareness,medium,long_2months,main_street,noon,short_video,website_visit,product,established,streets
8301,supermarket,sales,low,short_week,near_entertainment,evening,static_image,website_visit,product,famous,entertainment_restaurants
8302,gym,footfall,high,short_week,inside_mall,evening,static_image,purchase,experience,established,streets
8303,restaurant,footfall,medium,mid_month,main_street,noon,short_video,store_visit,product,new,streets
8304,supermarket,footfall,medium,short_week,near_entertainment,morning,static_image,store_visit,product,new,malls
8305,electronics,sales,low,mid_month,inside_mall,evening,coupon_offer,purchase,service,famous,malls
8306,clinic,product_launch,medium,long_2months,main_street,noon,static_image,store_visit,product,established,streets
8307,restaurant,footfall,low,mid_month,inside_mall,noon,coupon_offer,store_visit,experience,famous,malls
8308,electronics,sales,medium,long_2months,inside_mall,evening,short_video,website_visit,service,new,malls
8309,restaurant,footfall,medium,mid_month,main_street,evening,coupon_offer,social_follow,product,new,streets
8310,electronics,footfall,high,short_week,main_street,noon,coupon_offer,store_visit,service,famous,malls
8311,restaurant,footfall,medium,mid_month,near_entertainment,morning,short_video,website_visit,product,famous,entertainment_restaurants
8312,gym,footfall,medium,long_2months,inside_mall,evening,short_video,purchase,service,established,malls
8313,fashion_store,sales,low,long_2months,main_street,morning,short_video,purchase,experience,new,malls
8314,restaurant,footfall,low,mid_month,inside_mall,noon,static_image,social_follow,product,established,entertainment_restaurants
8315,cafe,footfall,medium,short_week,main_street,noon,coupon_offer,social_follow,product,famous,streets
8316,supermarket,awareness,low,mid_month,inside_mall,evening,coupon_offer,store_visit,product,established,malls
8317,fashion_store,sales,medium,short_week,near_entertainment,evening,coupon_offer,social_follow,experience,established,malls
8318,cafe,sales,low,short_week,inside_mall,noon,short_video,social_follow,service,established,entertainment_restaurants
8319,gaming_arcade,footfall,low,mid_month,inside_mall,morning,short_video,store_visit,product,established,streets
8320,supermarket,footfall,low,mid_month,inside_mall,noon,coupon_offer,store_visit,service,famous,malls
8321,fashion_store,footfall,medium,mid_month,main_street,morning,static_image,store_visit,product,new,streets
8322,clinic,footfall,high,mid_month,inside_mall,evening,static_image,purchase,service,famous,entertainment_restaurants
8323,fashion_store,footfall,medium,short_week,near_entertainment,evening,short_video,store_visit,product,established,entertainment_restaurants
8324,clinic,awareness,medium,mid_month,near_entertainment,noon,short_video,store_visit,service,new,entertainment_restaurants
8325,electronics,sales,low,long_2months,near_entertainment,evening,coupon_offer,store_visit,experience,established,malls
8326,fashion_store,footfall,high,long_2months,inside_mall,noon,short_video,store_visit,product,established,malls
8327,beauty_salon,sales,medium,mid_month,near_entertainment,evening,static_image,social_follow,product,established,entertainment_restaurants
8328,electronics,sales,low,short_week,main_street,morning,coupon_offer,store_visit,experience,established,malls
8329,beauty_salon,sales,medium,mid_month,main_street,morning,short_video,store_visit,service,established,malls
8330,gaming_arcade,footfall,low,long_2months,near_entertainment,evening,short_video,website_visit,product,established,entertainment_restaurants
8331,clinic,sales,medium,short_week,main_street,evening,short_video,purchase,product,famous,streets
8332,fashion_store,product_launch,low,short_week,main_street,noon,coupon_offer,purchase,product,established,malls
8333,restaurant,awareness,medium,short_week,main_street,evening,short_video,store_visit,product,established,streets
8334,gym,sales,medium,short_week,inside_mall,noon,short_video,purchase,experience,famous,malls
8335,fashion_store,footfall,medium,mid_month,main_street,evening,short_video,purchase,product,established,streets
8336,beauty_salon,footfall,low,long_2months,inside_mall,noon,short_video,website_visit,experience,established,malls
8337,cafe,product_launch,medium,mid_month,near_entertainment,morning,short_video,store_visit,product,famous,malls
8338,clinic,footfall,low,mid_month,inside_mall,noon,short_video,purchase,product,new,streets
8339,cafe,awareness,low,long_2months,main_street,evening,short_video,website_visit,product,established,streets
8340,restaurant,sales,medium,mid_month,main_street,evening,short_video,purchase,service,famous,malls
8341,beauty_salon,footfall,low,mid_month,main_street,noon,short_video,website_visit,experience,new,malls
8342,fashion_store,sales,medium,mid_month,main_street,evening,short_video,store_visit,service,established,malls
8343,fashion_store,awareness,low,mid_month,near_entertainment,evening,static_image,website_visit,product,new,entertainment_restaurants
8344,cafe,product_launch,low,short_week,near_entertainment,evening,static_image,store_visit,experience,established,entertainment_restaurants
8345,restaurant,awareness,low,short_week,main_street,noon,static_image,website_visit,service,famous,streets
8346,beauty_salon,sales,medium,short_week,main_street,evening,short_video,purchase,product,established,malls
8347,cafe,sales,medium,mid_month,main_street,noon,short_video,social_follow,service,new,entertainment_restaurants
8348,restaurant,awareness,medium,long_2months,main_street,morning,static_image,store_visit,product,established,streets
8349,fashion_store,sales,medium,mid_month,near_entertainment,evening,static_image,store_visit,product,established,malls
8350,cafe,product_launch,medium,short_week,inside_mall,evening,coupon_offer,store_visit,service,new,entertainment_restaurants
8351,supermarket,sales,medium,short_week,inside_mall,evening,coupon_offer,purchase,product,new,malls
8352,electronics,awareness,medium,mid_month,main_street,evening,static_image,website_visit,experience,new,streets
8353,gym,awareness,medium,long_2months,main_street,noon,coupon_offer,social_follow,product,established,streets
8354,fashion_store,product_launch,low,short_week,main_street,evening,short_video,store_visit,product,established,malls
8355,supermarket,footfall,medium,mid_month,main_street,noon,short_video,social_follow,service,famous,streets
8356,restaurant,sales,low,short_week,near_entertainment,evening,coupon_offer,store_visit,service,established,malls
8357,fashion_store,sales,medium,mid_month,main_street,evening,short_video,social_follow,product,established,streets
8358,restaurant,sales,high,long_2months,main_street,evening,coupon_offer,purchase,product,famous,malls
8359,gym,sales,medium,mid_month,inside_mall,evening,short_video,purchase,product,established,streets
8360,gym,awareness,high,long_2months,inside_mall,morning,static_image,store_visit,experience,established,entertainment_restaurants
8361,electronics,product_launch,medium,long_2months,inside_mall,noon,static_image,social_follow,product,established,malls
8362,restaurant,product_launch,medium,short_week,inside_mall,noon,coupon_offer,purchase,product,established,streets
8363,electronics,footfall,low,short_week,main_street,evening,static_image,purchase,product,established,streets
8364,restaurant,sales,low,short_week,inside_mall,evening,short_video,store_visit,product,famous,malls
8365,beauty_salon,footfall,low,short_week,main_street,evening,static_image,store_visit,product,established,streets
8366,electronics,footfall,low,mid_month,inside_mall,noon,static_image,purchase,product,established,malls
8367,fashion_store,awareness,low,short_week,main_street,evening,short_video,store_visit,product,famous,malls
8368,fashion_store,sales,low,mid_month,inside_mall,morning,static_image,store_visit,product,established,malls
8369,supermarket,footfall,high,mid_month,inside_mall,morning,short_video,store_visit,product,new,entertainment_restaurants
8370,electronics,product_launch,medium,mid_month,inside_mall,morning,coupon_offer,store_visit,experience,famous,malls
8371,fashion_store,footfall,medium,mid_month,near_entertainment,morning,coupon_offer,purchase,experience,new,malls
8372,supermarket,sales,medium,mid_month,main_street,morning,coupon_offer,purchase,service,established,malls
8373,fashion_store,footfall,medium,mid_month,main_street,noon,coupon_offer,social_follow,product,established,streets
8374,restaurant,footfall,low,mid_month,main_street,evening,static_image,purchase,service,established,streets
8375,restaurant,footfall,low,short_week,main_street,evening,coupon_offer,website_visit,service,established,entertainment_restaurants
8376,gaming_arcade,sales,low,short_week,near_entertainment,morning,coupon_offer,purchase,product,established,malls
8377,electronics,footfall,medium,mid_month,near_entertainment,evening,coupon_offer,purchase,product,famous,malls
8378,education_center,awareness,medium,mid_month,inside_mall,morning,short_video,store_visit,experience,new,streets
8379,supermarket,awareness,high,mid_month,inside_mall,morning,short_video,purchase,service,established,malls
8380,cafe,awareness,medium,long_2months,near_entertainment,morning,coupon_offer,website_visit,service,established,entertainment_restaurants
8381,supermarket,sales,low,short_week,main_street,noon,coupon_offer,store_visit,service,new,malls
8382,electronics,footfall,medium,short_week,main_street,evening,short_video,store_visit,product,famous,malls
8383,electronics,footfall,low,short_week,near_entertainment,evening,short_video,social_follow,service,famous,entertainment_restaurants
8384,gaming_arcade,sales,medium,short_week,inside_mall,morning,coupon_offer,purchase,product,established,malls
8385,clinic,product_launch,medium,mid_month,inside_mall,morning,coupon_offer,purchase,service,established,streets
8386,education_center,awareness,low,short_week,near_entertainment,morning,static_image,website_visit,service,established,entertainment_restaurants
8387,restaurant,sales,high,mid_month,inside_mall,noon,short_video,purchase,service,established,entertainment_restaurants
8388,gym,awareness,medium,long_2months,inside_mall,morning,coupon_offer,store_visit,service,established,streets
8389,clinic,footfall,low,long_2months,inside_mall,evening,static_image,purchase,service,established,entertainment_restaurants
8390,restaurant,footfall,low,short_week,inside_mall,noon,static_image,store_visit,product,famous,malls
8391,clinic,sales,medium,mid_month,main_street,evening,static_image,purchase,service,famous,malls
8392,electronics,product_launch,medium,mid_month,inside_mall,morning,short_video,purchase,service,new,entertainment_restaurants
8393,fashion_store,awareness,low,short_week,near_entertainment,evening,static_image,website_visit,experience,established,entertainment_restaurants
8394,beauty_salon,product_launch,medium,long_2months,main_street,noon,short_video,purchase,service,established,malls
8395,beauty_salon,product_launch,low,mid_month,inside_mall,noon,short_video,store_visit,product,established,malls
8396,gym,product_launch,medium,mid_month,near_entertainment,noon,short_video,purchase,service,new,entertainment_restaurants
8397,restaurant,awareness,medium,short_week,inside_mall,evening,static_image,purchase,product,new,entertainment_restaurants
8398,supermarket,awareness,low,mid_month,inside_mall,noon,static_image,store_visit,service,established,malls
8399,gym,awareness,medium,mid_month,main_street,evening,static_image,store_visit,product,famous,malls
8400,gym,awareness,medium,short_week,inside_mall,evening,short_video,purchase,product,established,streets
8401,gaming_arcade,sales,high,short_week,inside_mall,morning,coupon_offer,store_visit,product,new,malls
8402,clinic,sales,low,mid_month,main_street,noon,coupon_offer,store_visit,product,famous,malls
8403,restaurant,sales,high,mid_month,main_street,evening,coupon_offer,store_visit,service,established,malls
8404,restaurant,footfall,low,short_week,main_street,evening,coupon_offer,website_visit,service,famous,streets
8405,fashion_store,footfall,high,mid_month,near_entertainment,evening,static_image,store_visit,service,new,malls
8406,education_center,sales,low,short_week,near_entertainment,noon,short_video,social_follow,product,new,entertainment_restaurants
8407,supermarket,footfall,low,long_2months,inside_mall,noon,short_video,website_visit,product,new,malls
8408,supermarket,sales,low,long_2months,near_entertainment,evening,static_image,store_visit,experience,established,streets
8409,supermarket,awareness,high,mid_month,near_entertainment,morning,short_video,store_visit,product,famous,malls
8410,clinic,product_launch,high,mid_month,main_street,morning,static_image,store_visit,experience,established,streets
8411,beauty_salon,sales,medium,short_week,near_entertainment,evening,short_video,store_visit,product,established,entertainment_restaurants
8412,clinic,footfall,medium,mid_month,near_entertainment,evening,coupon_offer,website_visit,product,established,entertainment_restaurants
8413,fashion_store,sales,low,long_2months,inside_mall,evening,short_video,store_visit,product,established,malls
8414,gym,sales,high,short_week,main_street,morning,short_video,store_visit,service,established,streets
8415,gaming_arcade,footfall,medium,mid_month,main_street,evening,short_video,purchase,experience,established,streets
8416,restaurant,footfall,high,long_2months,inside_mall,noon,short_video,store_visit,product,new,entertainment_restaurants
8417,beauty_salon,footfall,medium,mid_month,inside_mall,noon,short_video,purchase,product,famous,malls
8418,cafe,footfall,low,long_2months,main_street,evening,coupon_offer,purchase,experience,famous,malls
8419,gym,sales,medium,short_week,main_street,evening,short_video,website_visit,product,established,streets
8420,electronics,footfall,high,short_week,near_entertainment,noon,short_video,social_follow,service,new,entertainment_restaurants
8421,clinic,awareness,low,mid_month,main_street,noon,static_image,purchase,experience,established,streets
8422,beauty_salon,sales,high,mid_month,main_street,noon,short_video,store_visit,product,established,malls
8423,electronics,footfall,high,mid_month,main_street,morning,static_image,website_visit,product,established,streets
8424,supermarket,awareness,low,mid_month,inside_mall,morning,short_video,purchase,product,established,malls
8425,clinic,sales,low,long_2months,inside_mall,evening,coupon_offer,website_visit,service,established,malls
8426,electronics,footfall,low,long_2months,inside_mall,evening,static_image,purchase,service,new,malls
8427,cafe,sales,high,short_week,inside_mall,noon,static_image,social_follow,service,established,entertainment_restaurants
8428,beauty_salon,sales,medium,mid_month,inside_mall,noon,short_video,purchase,product,established,malls
8429,restaurant,footfall,low,mid_month,inside_mall,evening,static_image,purchase,service,established,entertainment_restaurants
8430,cafe,sales,low,mid_month,inside_mall,evening,coupon_offer,store_visit,product,famous,malls
8431,gym,sales,medium,mid_month,main_street,evening,short_video,social_follow,product,new,streets
8432,supermarket,awareness,high,mid_month,inside_mall,noon,short_video,purchase,service,established,malls
8433,clinic,footfall,high,mid_month,inside_mall,morning,short_video,store_visit,experience,new,streets
8434,fashion_store,awareness,medium,long_2months,near_entertainment,evening,short_video,website_visit,service,established,entertainment_restaurants
8435,cafe,footfall,low,short_week,near_entertainment,morning,static_image,store_visit,experience,established,entertainment_restaurants
8436,clinic,product_launch,medium,mid_month,main_street,evening,static_image,purchase,service,new,streets
8437,supermarket,sales,medium,mid_month,inside_mall,evening,coupon_offer,store_visit,product,established,malls
8438,supermarket,footfall,low,mid_month,near_entertainment,morning,coupon_offer,store_visit,service,new,entertainment_restaurants
8439,restaurant,awareness,low,long_2months,near_entertainment,evening,short_video,website_visit,experience,new,entertainment_restaurants
8440,fashion_store,sales,medium,mid_month,near_entertainment,morning,short_video,store_visit,service,famous,malls
8441,cafe,product_launch,low,long_2months,near_entertainment,noon,static_image,purchase,service,famous,malls
8442,gaming_arcade,product_launch,low,mid_month,inside_mall,evening,short_video,store_visit,service,established,entertainment_restaurants
8443,beauty_salon,product_launch,high,mid_month,near_entertainment,evening,short_video,social_follow,service,famous,entertainment_restaurants
8444,fashion_store,product_launch,medium,short_week,inside_mall,morning,static_image,store_visit,product,new,malls
8445,clinic,sales,medium,mid_month,inside_mall,noon,static_image,store_visit,experience,established,malls
8446,cafe,sales,low,mid_month,near_entertainment,evening,short_video,store_visit,experience,established,entertainment_restaurants
8447,electronics,sales,medium,mid_month,main_street,evening,short_video,social_follow,product,new,malls
8448,fashion_store,sales,medium,mid_month,main_street,morning,short_video,store_visit,service,famous,malls
8449,cafe,awareness,medium,mid_month,near_entertainment,morning,short_video,social_follow,product,established,entertainment_restaurants
8450,supermarket,sales,low,short_week,inside_mall,evening,coupon_offer,store_visit,product,established,malls
8451,clinic,awareness,medium,short_week,inside_mall,morning,static_image,website_visit,product,established,streets
8452,supermarket,sales,low,short_week,main_street,evening,short_video,store_visit,service,new,streets
8453,cafe,footfall,low,short_week,inside_mall,evening,short_video,store_visit,product,established,entertainment_restaurants
8454,clinic,footfall,medium,mid_month,inside_mall,evening,short_video,purchase,product,established,malls
8455,fashion_store,awareness,low,long_2months,inside_mall,noon,short_video,store_visit,service,established,malls
8456,electronics,footfall,low,short_week,near_entertainment,morning,short_video,store_visit,service,new,entertainment_restaurants
8457,beauty_salon,sales,high,mid_month,near_entertainment,evening,static_image,store_visit,product,new,entertainment_restaurants
8458,electronics,awareness,medium,long_2months,near_entertainment,noon,static_image,purchase,experience,new,malls
8459,electronics,footfall,medium,long_2months,inside_mall,noon,static_image,store_visit,product,established,malls
8460,clinic,sales,low,long_2months,main_street,noon,short_video,purchase,service,famous,malls
8461,restaurant,product_launch,medium,mid_month,main_street,evening,short_video,store_visit,product,established,malls
8462,restaurant,awareness,medium,mid_month,main_street,evening,static_image,social_follow,service,established,streets
8463,fashion_store,footfall,medium,mid_month,main_street,morning,short_video,store_visit,product,new,streets
8464,beauty_salon,sales,medium,mid_month,main_street,evening,short_video,store_visit,product,established,streets
8465,supermarket,footfall,medium,long_2months,inside_mall,morning,short_video,store_visit,service,famous,malls
8466,restaurant,footfall,medium,mid_month,main_street,evening,static_image,website_visit,product,new,entertainment_restaurants
8467,supermarket,sales,low,long_2months,inside_mall,noon,short_video,store_visit,experience,new,malls
8468,education_center,sales,low,long_2months,near_entertainment,morning,coupon_offer,website_visit,service,established,streets
8469,restaurant,footfall,medium,mid_month,near_entertainment,morning,short_video,social_follow,service,new,malls
8470,supermarket,awareness,low,mid_month,near_entertainment,morning,short_video,social_follow,product,famous,entertainment_restaurants
8471,electronics,awareness,high,mid_month,near_entertainment,morning,short_video,purchase,product,established,entertainment_restaurants
8472,supermarket,awareness,low,short_week,inside_mall,morning,short_video,purchase,service,famous,malls
8473,restaurant,awareness,medium,long_2months,main_street,evening,static_image,website_visit,product,new,streets
8474,education_center,sales,low,mid_month,inside_mall,evening,coupon_offer,website_visit,service,famous,malls
8475,education_center,product_launch,medium,mid_month,near_entertainment,noon,static_image,purchase,experience,established,malls
8476,clinic,sales,medium,mid_month,near_entertainment,evening,static_image,store_visit,service,established,entertainment_restaurants
8477,restaurant,sales,high,mid_month,near_entertainment,noon,short_video,purchase,product,established,entertainment_restaurants
8478,clinic,sales,high,mid_month,inside_mall,morning,coupon_offer,purchase,product,established,malls
8479,fashion_store,awareness,high,short_week,main_street,noon,short_video,store_visit,product,established,streets
8480,beauty_salon,awareness,high,mid_month,near_entertainment,noon,coupon_offer,store_visit,product,established,streets
8481,beauty_salon,sales,low,short_week,near_entertainment,noon,coupon_offer,store_visit,service,new,malls
8482,cafe,sales,low,short_week,main_street,morning,coupon_offer,store_visit,product,established,malls
8483,electronics,awareness,high,mid_month,inside_mall,evening,coupon_offer,purchase,service,established,malls
8484,fashion_store,sales,low,long_2months,main_street,morning,static_image,store_visit,product,established,streets
8485,fashion_store,footfall,low,short_week,main_street,morning,coupon_offer,website_visit,product,established,streets
8486,clinic,awareness,low,short_week,inside_mall,evening,short_video,store_visit,product,established,streets
8487,cafe,sales,medium,short_week,main_street,evening,coupon_offer,purchase,product,established,malls
8488,fashion_store,awareness,medium,mid_month,main_street,evening,short_video,website_visit,service,new,malls
8489,restaurant,sales,low,short_week,main_street,evening,coupon_offer,purchase,product,established,malls
8490,electronics,sales,medium,short_week,inside_mall,evening,short_video,store_visit,product,established,malls
8491,supermarket,sales,medium,mid_month,inside_mall,evening,static_image,store_visit,service,famous,malls
8492,supermarket,product_launch,low,short_week,near_entertainment,noon,static_image,store_visit,product,new,malls
8493,cafe,footfall,medium,long_2months,main_street,evening,static_image,website_visit,service,established,streets
8494,electronics,sales,high,long_2months,main_street,evening,static_image,purchase,experience,established,streets
8495,restaurant,footfall,low,short_week,near_entertainment,evening,coupon_offer,store_visit,product,established,entertainment_restaurants
8496,restaurant,awareness,low,short_week,inside_mall,noon,static_image,store_visit,experience,established,streets
8497,gym,awareness,high,short_week,inside_mall,morning,static_image,social_follow,product,established,streets
8498,supermarket,awareness,medium,mid_month,near_entertainment,evening,static_image,store_visit,product,famous,malls
8499,fashion_store,sales,medium,mid_month,near_entertainment,morning,static_image,store_visit,product,new,malls
8500,restaurant,footfall,medium,mid_month,main_street,evening,coupon_offer,social_follow,product,established,streets
8501,restaurant,footfall,high,mid_month,near_entertainment,noon,coupon_offer,purchase,service,new,entertainment_restaurants
8502,gym,sales,low,long_2months,inside_mall,evening,static_image,purchase,product,established,entertainment_restaurants
8503,gym,footfall,medium,long_2months,inside_mall,noon,coupon_offer,store_visit,service,established,streets
8504,education_center,sales,medium,long_2months,inside_mall,evening,coupon_offer,website_visit,service,established,malls
8505,restaurant,sales,medium,long_2months,inside_mall,morning,coupon_offer,social_follow,service,established,malls
8506,gym,footfall,high,mid_month,inside_mall,evening,coupon_offer,social_follow,service,established,malls
8507,supermarket,footfall,medium,short_week,inside_mall,evening,short_video,purchase,service,established,malls
8508,clinic,footfall,medium,long_2months,inside_mall,noon,short_video,store_visit,service,established,entertainment_restaurants
8509,electronics,sales,medium,long_2months,inside_mall,noon,short_video,website_visit,product,famous,malls
8510,gym,footfall,high,mid_month,main_street,evening,coupon_offer,social_follow,product,new,streets
8511,fashion_store,footfall,medium,short_week,main_street,morning,coupon_offer,website_visit,service,established,streets
8512,restaurant,sales,low,long_2months,near_entertainment,evening,coupon_offer,purchase,experience,new,malls
8513,beauty_salon,sales,low,short_week,near_entertainment,noon,static_image,store_visit,product,famous,streets
8514,restaurant,sales,low,mid_month,inside_mall,morning,coupon_offer,store_visit,service,new,malls
8515,beauty_salon,sales,medium,mid_month,inside_mall,evening,coupon_offer,store_visit,service,established,malls
8516,restaurant,footfall,low,mid_month,near_entertainment,morning,short_video,website_visit,product,established,entertainment_restaurants
8517,restaurant,sales,medium,short_week,inside_mall,evening,short_video,purchase,product,established,entertainment_restaurants
8518,restaurant,awareness,low,mid_month,inside_mall,morning,short_video,purchase,product,famous,malls
8519,gaming_arcade,sales,medium,short_week,main_street,evening,short_video,purchase,product,established,entertainment_restaurants
8520,restaurant,awareness,high,mid_month,near_entertainment,noon,static_image,purchase,experience,new,streets
8521,education_center,sales,medium,short_week,near_entertainment,evening,short_video,website_visit,product,new,entertainment_restaurants
8522,restaurant,sales,medium,mid_month,inside_mall,evening,coupon_offer,social_follow,product,new,malls
8523,clinic,footfall,medium,mid_month,near_entertainment,noon,static_image,store_visit,product,established,malls
8524,restaurant,awareness,medium,short_week,main_street,morning,coupon_offer,store_visit,product,established,streets
8525,gaming_arcade,product_launch,low,short_week,main_street,morning,short_video,social_follow,service,new,entertainment_restaurants
8526,restaurant,product_launch,low,mid_month,inside_mall,evening,static_image,purchase,experience,new,entertainment_restaurants
8527,education_center,awareness,low,short_week,near_entertainment,morning,short_video,store_visit,experience,established,entertainment_restaurants
8528,beauty_salon,sales,low,short_week,main_street,noon,static_image,purchase,service,established,streets
8529,restaurant,awareness,low,mid_month,inside_mall,evening,short_video,store_visit,service,established,entertainment_restaurants
8530,supermarket,sales,high,mid_month,main_street,noon,static_image,store_visit,service,established,streets
8531,cafe,sales,low,mid_month,main_street,morning,coupon_offer,purchase,service,established,entertainment_restaurants
8532,restaurant,awareness,medium,long_2months,inside_mall,morning,short_video,purchase,product,famous,malls
8533,supermarket,sales,medium,mid_month,near_entertainment,morning,short_video,purchase,product,new,entertainment_restaurants
8534,fashion_store,sales,low,short_week,inside_mall,evening,short_video,store_visit,service,established,malls
8535,fashion_store,footfall,medium,mid_month,near_entertainment,morning,short_video,website_visit,product,famous,entertainment_restaurants
8536,fashion_store,sales,medium,short_week,near_entertainment,noon,coupon_offer,social_follow,service,established,malls
8537,education_center,sales,high,mid_month,main_street,noon,static_image,website_visit,product,established,streets
8538,fashion_store,sales,medium,short_week,inside_mall,noon,short_video,store_visit,product,established,malls
8539,beauty_salon,awareness,low,short_week,main_street,morning,static_image,website_visit,product,established,streets
8540,restaurant,awareness,medium,short_week,inside_mall,evening,coupon_offer,store_visit,product,established,entertainment_restaurants
8541,cafe,awareness,medium,mid_month,main_street,evening,short_video,store_visit,product,famous,malls
8542,gaming_arcade,footfall,low,long_2months,inside_mall,noon,short_video,purchase,product,famous,malls
8543,cafe,footfall,low,short_week,near_entertainment,evening,static_image,store_visit,service,established,entertainment_restaurants
8544,gym,product_launch,high,mid_month,near_entertainment,evening,coupon_offer,purchase,product,established,malls
8545,education_center,footfall,medium,long_2months,near_entertainment,morning,short_video,website_visit,service,established,entertainment_restaurants
8546,clinic,product_launch,low,short_week,inside_mall,evening,static_image,store_visit,experience,established,entertainment_restaurants
8547,cafe,sales,high,short_week,near_entertainment,noon,short_video,website_visit,product,established,entertainment_restaurants
8548,education_center,sales,low,mid_month,inside_mall,noon,static_image,store_visit,experience,established,entertainment_restaurants
8549,restaurant,sales,medium,long_2months,near_entertainment,evening,short_video,store_visit,experience,established,entertainment_restaurants
8550,gaming_arcade,footfall,low,mid_month,inside_mall,evening,coupon_offer,purchase,product,new,entertainment_restaurants
8551,restaurant,sales,low,short_week,near_entertainment,evening,short_video,purchase,experience,famous,malls
8552,electronics,footfall,high,long_2months,inside_mall,morning,coupon_offer,website_visit,product,new,malls
8553,electronics,product_launch,medium,mid_month,inside_mall,evening,coupon_offer,purchase,product,established,malls
8554,restaurant,sales,medium,long_2months,main_street,noon,static_image,website_visit,service,famous,streets
8555,cafe,product_launch,high,short_week,main_street,noon,short_video,store_visit,product,established,entertainment_restaurants
8556,clinic,sales,low,short_week,inside_mall,evening,short_video,store_visit,product,new,streets
8557,cafe,awareness,high,mid_month,inside_mall,morning,coupon_offer,store_visit,product,established,streets
8558,restaurant,sales,medium,mid_month,inside_mall,morning,coupon_offer,store_visit,product,established,malls
8559,clinic,sales,high,long_2months,inside_mall,evening,short_video,website_visit,product,famous,entertainment_restaurants
8560,restaurant,footfall,low,short_week,near_entertainment,morning,static_image,store_visit,product,new,entertainment_restaurants
8561,beauty_salon,sales,low,short_week,main_street,morning,coupon_offer,purchase,experience,new,malls
8562,gaming_arcade,awareness,medium,mid_month,inside_mall,noon,coupon_offer,store_visit,product,established,entertainment_restaurants
